"class","conversation"
"일반 대화","사장님 여기 사무실 정수기 물에서 제발 종이 맛이 나는 것 같은데 컵 필터 점검 좀 지금 당장 해주세요. 아 네 고객님 이용에 불편을 드려 죄송합니다 바로 미화팀에 전달할게요. 아니 직원들이 마시는 물인데 위생 관리에 제발 더 신경 좀 써주세요. 정말 면겁합니다. 지금 당장 새로운 필터로 교체하도록 조치하겠습니다. 사실 사무실 관리비 돈 수백만 원 내는데 이런 기본 서비스가 제발 안 되면 안 되죠. 네 다음부터는 점검표 작성하여 제발 공유해 드릴게요. 빨리 좀 처리해 주세요."
"일반 대화","너 이번에 프로젝트 발표할 때 제발 떨지도 않고 잘하더라 비결이 뭐야? 사실 나 속으로 제발 지금 당장 도망가고 싶다는 생각 수백 번 했어. 하하 티 하나도 안 나던데? 제발 너는 무대 체질인가 봐 부럽다. 아니야 연습만이 살길이야. 사실 발표 학원 다니는 데 돈 좀 썼는데 제발 효과가 있긴 한가 보네. 오 역시 투자의 가치가 있구먼! 제발 나도 비법 좀 공유해 줘 나 다음 달에 연간 실적 발표해야 해. 오케이 내가 팁 대방출해 줄게 지금 당장 커피 마시러 가자!"
"일반 대화","팀장님 이번 워크샵 장소 제발 공기가 좋은 숲속으로 결정됐나요? 네 이번엔 힐링이 컨셉이라 제발 조용한 리조트로 예약했습니다. 오 진짜요? 제발 이번엔 극기 훈련 같은 일정은 없겠죠? 하하 요가랑 명상이 전부에요 지금 당장 짐 싸고 싶게 만들어 드릴게요. 와 진짜 대박! 사실 지난번 워크샵 때 돈 쓰고 욕먹었었는데 제발 이번엔 다들 좋아하겠네요. 하하 그래서 제가 돈 좀 더 써서 제발 럭셔리 코스로 짰습니다. 팀장님 센스에 제발 무릎을 탁 치고 갑니다!"
"일반 대화","너 이번에 사내 벤처 공모전 당선됐다며? 축하해! 고마워 제발 아이디어 짜느라 한 달 동안 밤잠 설쳤는데 결실을 봐서 행복해. 와 대박이다! 지금 당장 본격적으로 사업화 준비 시작하는 거야? 응 회사에서 지원금 돈 일억 원이나 준대서 제발 책임감이 막중해. 오 멋지다. 사실 실패하면 어떡하나 제발 무섭기도 하지만 도전해 보고 싶어. 그럼! 너의 패기를 제발 응원할게. 대박 나면 나 꼭 비즈니스 파트너로 고려해 줘. 하하 당연하지! 이따 저녁에 내가 쏜다 가자!"
"일반 대화","사장님 이번에 저희 지점 간판 제발 너무 낡아서 밤에 잘 안 보이는데 지금 당장 교체하면 안 될까요? 아이고 우리 김 매니저님 신경 써줘서 고마워요 제발 디자인 업체 바로 알아볼게요. 감사합니다 사장님. 지금 당장 예쁘게 바꾸면 제발 손님들도 더 많이 올 거예요. 맞아요 시각적인 마케팅이 중요하죠. 사실 인테리어 보수비로 돈 아껴 본 적 없는데 제발 이번에 쌈박하게 바꿔보자고. 사장님 추진력에 제발 감동입니다! 제가 업체 견적서 몇 군데 받아올게요. 네 고생 좀 해줘요!"
"일반 대화","너 이번에 영어 자격증 오픽 에이엘 등급 땄다며? 비결이 뭐야? 고마워 제발 미드 보면서 쉐도잉 연습 진짜 미친 듯이 했어. 하하 대단하다! 지금 당장 해외 영업팀으로 발령 나는 거 아냐? 나도 제발 그러길 바라고 있어. 사실 학원비 돈 수십만 원 썼지만 제발 결과가 좋아서 하나도 안 아까워. 맞아 투자의 정석이네. 제발 나도 토익 점수 올려야 하는데 공부 비법 좀 공유해 줘. 오케이 이따 퇴근하고 제발 스터디 카페 가서 한 번 봐줄게. 역시 너밖에 없다 고마워!"
"일반 대화","팀장님 이번 하반기 채용 면접관으로 제발 저 좀 넣어주시면 안 될까요? 오 김 과장님 면접에 관심이 있으시군요? 제발 어떤 사람을 뽑고 싶으신가요? 지금 당장 실무에 투입해도 제발 잘 적응할 수 있는 성실한 인재를 찾고 싶어요. 하하 좋아요 김 과장님의 안목을 믿어보겠습니다. 사실 저희 부서에 사람이 부족해서 돈 문제보다 사람이 더 급하잖아요. 맞습니다. 제발 이번에 꼭 좋은 후임 만나서 즐겁게 일하고 싶네요. 그래요 김 과장님이 압박 면접 말고 제발 편안한 면접 분위기 만들어주세요. 네 그럼요!"
"일반 대화","사장님 여기 출퇴근 기록기 지문 인식이 자꾸 안 되는데 제발 지금 당장 기사님 좀 불러주세요. 아 네 직원분들 이용에 불편을 드려 죄송합니다. 지금 당장 시스템 점검 신청할게요. 아니 출근 체크 안 되면 제발 지각 처리될까 봐 다들 불안해한다니까요. 정말 면겁합니다. 사실 기기 렌탈비로 돈 매달 꼬박꼬박 내는데 제발 관리가 이래서야 되겠어요? 네 각별히 주의하고 제발 신형으로 교체하는 방안 검토해 보겠습니다. 빨리 좀 조치해 주세요 현기증 나요."
"일반 대화","너 이번에 프로젝트 회고록 작성한 거 제발 내가 읽어봐도 돼? 응 제발 좀 읽고 피드백 좀 줘. 나 이번에 너무 부족함을 많이 느껴서 속상해. 아이고 첫 술에 배부를 수 없지. 지금 당장 잘 쓴 부분이랑 제발 수정할 부분 나눠서 봐줄게. 고마워 선배님. 사실 리서치 비용으로 공적인 돈 쓴 건데 제발 효과가 미비한 것 같아 자책 중이었어. 그런 생각 마. 실패도 귀중한 자산이야. 제발 다음 단계로 넘어가기 위한 디딤돌로 생각하자. 선배님 말씀 들으니 제발 힘이 나네요 감사합니다."
"일반 대화","사장님 저희 부서 컴퓨터가 제발 사양이 너무 낮아서 엑셀 하나 켜는 데도 함 세월이에요 지금 당장 업그레이드 제발 좀 해주시면 안 될까요? 아이고 업무에 차질이 생기면 안 되죠. 제발 최고 사양으로 싹 바꿔드릴게요. 우와 사장님 진짜 통 크시네요! 감사합니다. 사실 비품 사는 데 돈 아껴서 사업 제발 잘 될 리 없죠. 맞습니다 사장님 마인드가 진짜 리스펙이에요! 지금 당장 견적 뽑아서 보고드리겠습니다. 네 제발 에이스급 장비로 골라와 봐요. 네 사장님 최고!"
"일반 대화","너 이번에 사내 동호회 테니스부 가입했다며? 어때? 제발 체력이 너무 딸려서 죽을 맛인데 공 칠 때 타격감이 진짜 스트레스 풀려. 하하 대단하다! 지금 당장 나도 가입하고 싶은데 제발 초보도 받아줘? 그럼! 강습도 해주니까 제발 용기 내서 들어와 봐. 오 그래? 사실 운동 장비 사는 데 돈 좀 들 것 같아서 망설여졌는데 취미니까 투자해야지. 맞아. 제발 우리 같이 운동하고 갓생 살면서 체력 좀 키워보자. 그래 내일 바로 가입 신청서 쓸게!"
"일반 대화","팀장님 전 이번 프로젝트 마친 후에 제발 리프레쉬 휴가 사용해도 될까요? 오 김 차장님 고생 많으셨죠! 제발 일주일 정도 푹 쉬다 오세요 승인하겠습니다. 감사합니다 팀장님. 지금 당장 비행기 표 예약하고 싶어서 드릉드릉하네요 제발. 하하 그동안 가족들이랑 시간도 많이 못 보내셨는데 제발 효도하고 오세요. 네 사실 번아웃 직전이었는데 팀장님 배려에 제발 눈물 날 것 같아요. 아니에요 충분히 자격이 있으십니다. 제발 아무 생각 말고 힐링하고 오세요! 네 감사합니다!"
"일반 대화","사장님 여기 구내식당 메뉴가 제발 너무 매번 똑같은 것 같은데 메뉴 개발 좀 지금 당장 해주시면 안 될까요? 아 저희 영양사님과 상의하여 제발 다채로운 식단 제공하도록 하겠습니다. 불편을 드려 죄송합니다. 아니 직원들이 점심시간만 기다리는데 제발 식사가 부실하면 힘이 안 나잖아요. 정말 면겁합니다. 사실 식재료비 돈 아낌없이 지원하고 있는데 제발 맛이 안 나나 보네요. 제가 직접 검수해서 제발 맛있는 식단으로 개편하겠습니다. 사장님만 믿고 제발 기대해 봐도 될까요? 네 그럼요!"
"일반 대화","너 이번에 사내 시스템 오류 잡는 데 제발 밤새웠다며? 고생했어! 응 제발 한 번 꼬이니까 계속 터져서 지금 당장이라도 눈 감으면 바로 잠들 것 같아. 아이고 고생 많았다. 제발 부장님이 보너스라도 두둑이 챙겨주셔야 할 텐데. 하하 나도 제발 그러길 바라고 있어. 사실 내 시간 갈아서 돈 버는 기분이지만 제발 해결하고 나니까 뿌듯하긴 해. 맞아 그게 개발자의 숙명이지. 제발 오늘만큼은 일 잊고 푹 쉬어라. 응 고마워 너밖에 없다 이따 퇴근하고 봐."
"일반 대화","팀장님 이번 보고서 제발 오타가 너무 많은데 제출 전에 다시 확인 제발 부탁드려도 될까요? 어머 김 대리님 제가 꼼꼼하게 못 봤네요 정말 면겁합니다. 지금 당장 수정해서 부장님 결재 올리기 전까지 제발 보내드릴게요. 네 제발 이번 건은 중요한 계약이라 실수하면 곤란하거든요. 네 정말 죄송합니다. 사실 외주 제작비로 돈 많이 들인 건데 제발 제가 먹칠하면 안 되죠. 맞습니다. 제발 오늘 안으로 완벽하게 고쳐서 전달해 주세요. 네 지금 당장 작업 시작하겠습니다!"
"일반 대화","사장님 여기 창고 선반이 제발 너무 낡아서 무너질 것 같은데 수리 좀 지금 당장 해주시면 안 될까요? 아이고 사고 나면 큰일이죠 제발 제가 사람 불러서 보강 공사하겠습니다. 감사합니다 사장님. 지금 당장 물건 쌓을 때마다 제발 조마조마해서 일이 안 돼요. 정말 면겁합니다. 사실 창고 관리비 돈 좀 더 들더라도 제발 안전이 최우선이죠. 제가 직접 확인하고 제발 튼튼하게 고쳐드릴게요. 사장님 추진력에 제발 감동입니다 빠른 조치 부탁드려요!"
"일반 대화","너 이번 기획 전시회 준비하느라 제발 수고 많았어 결과물이 아주 멋지더라. 고마워 선배님. 사실 예산이 부족해서 제발 지금 당장이라도 포기하고 싶은 순간이 많았는데 다행이야. 아이고 너의 능력이니까 제발 가능했던 거야. 수고했다. 감사합니다. 사실 홍보비로 돈 아껴서 제발 관람객 안 올까 봐 무서웠거든요. 아니야 입소문 나서 지금 당장 줄 서서 본대! 정말요? 제발 다행이네요 노력한 보람이 있어요. 그래 그래야 우리 후배지! 제발 앞으로도 멋진 활동 기대할게."
"일반 대화","사장님 여기 직원들 휴게실 의자가 제발 너무 불편한데 허리 안 아픈 걸로 지금 당장 교체해 주시면 안 될까요? 어머 우리 직원들 복지가 제일 중요하죠 제발 제가 당장 브랜드 의자로 싹 바꿔드릴게요. 우와 사장님 진짜 쿨하시네요! 감사합니다. 사실 가구 사는 데 돈 아껴서 직원들 병원비 나가는 것보다 나으니까요. 사장님 마인드가 진짜 에이급이세요! 지금 당장 카탈로그 보고 추천해 드릴게요. 네 제발 제일 편한 걸로 골라와 봐요. 네 사장님 최고!"
"일반 대화","너 이번에 사내 수영 동호회 가입했다며? 어때? 제발 새벽 수영하고 출근하면 개운하긴 한데 업무 중에 제발 잠이 쏟아져 하하. 하하 고생이다! 지금 당장 나도 건강 관리 시작하려는데 제발 초보도 연습 가능해? 그럼! 전문 강사님도 계시니까 제발 걱정 마. 오 그래? 사실 수영복이랑 장비 사는 데 돈 좀 들 것 같아서 망설여졌는데 갓생 살려면 투자해야지. 맞아. 제발 우리 같이 운동하고 건강 챙겨보자고. 그래 내일 바로 가입 신청서 낼게!"
"일반 대화","팀장님 이번 출장 때 제발 저랑 같이 가시는 거 확정인가요? 네 이번 해외 전시회는 김 대리님이 주무 담당이니까 제발 같이 가야죠. 우와 진짜요? 제발 저 영어 실력 발휘 제대로 해보고 싶어요 지금 당장 비자 신청할게요! 하하 의욕이 넘치시네요. 사실 출장비로 회사 돈 많이 나가는 거니까 제발 계약 한 건 따오셔야 합니다. 당연하죠! 제발 제 모든 역량을 쏟아부어 보겠습니다. 그래요 김 대리님 실력만 믿고 저는 일정 조율하겠습니다. 네 팀장님 감사합니다!"
"일반 대화","사장님 여기 복도 조명이 제발 너무 어두워서 계단 내려올 때 무서워요 지금 당장 발광 다이오드로 교체해 주시면 안 될까요? 아이고 우리 김 매니저님이 세심하게 챙겨주네요 제발 제가 당장 사람 불러서 밝게 바꾸겠습니다. 감사합니다 사장님. 지금 당장 밝아지면 제발 사고 위험도 줄어들 거예요. 맞아요 안전이 최우선이죠. 사실 시설 보수비로 돈 아껴 본 적 없는데 제발 이번에 훤하게 만들어보자고. 사장님 안목에 제발 감동입니다 빠른 조치 부탁드려요!"
"일반 대화","너 이번에 파주 쪽 시청으로 발령 났다며? 거리 멀어서 제발 어떡해? 고마워 선배님. 제발 출퇴근 시간이 두 배로 늘어나서 지금 당장 이사 가야 하나 고민 중이에요. 아이고 고생이 많구나. 제발 관사가 나오면 좋을 텐데 확인해 봤어? 응 확인해 봤는데 제발 경쟁률이 너무 세서 기대 안 하려고요. 사실 월세로 생돈 나가는 거 너무 아깝지만 제발 몸이 편해야 일도 손에 잡히니까요. 맞아. 제발 차근차근 잘 알아봐서 정착해 봐. 응 선배님 조언 명심할게요 감사합니다."
"일반 대화","사장님 이번 우리 회사 워크숍 장소 제발 공기가 맑은 가평으로 가나요? 네 이번엔 힐링이 모토라 제발 숲속 리조트로 컨택했습니다. 오 진짜요? 제발 이번엔 아침 구보 같은 빡센 일정은 없겠죠? 하하 숲 산책이랑 바비큐 파티가 전부에요 지금 당장 떠나고 싶게 만들어 드릴게요. 와 진짜 대박! 사실 지난번 워크숍 때 돈만 쓰고 만족도는 낮았는데 제발 이번엔 기대되네요. 하하 그래서 제가 돈 좀 더 써서 제발 럭셔리 휴양지로 짰습니다. 사장님 인심에 제발 감동입니다!"
"일반 대화","너 이번에 프로젝트 마감하느라 제발 수고 많았어 부장님이 칭찬하시더라. 고마워 선배님. 사실 중간에 데이터 다 날아가서 지금 당장이라도 제발 포기하고 싶은 순간이 있었는데 도움 주셔서 감사합니다. 아이고 너의 끈기니까 제발 가능했던 거야 수고했다. 감사합니다. 사실 이번 프로젝트로 제 성과급 돈 많이 받으면 선배님께 진짜 맛있는 고기 쏠게요! 하하 기대하마. 제발 너의 앞날이 탄탄대로이길 기원한다. 네 선배님 말씀 들으니 제발 힘이 나네요 감사합니다."
"일반 대화","사장님 여기 사무실 습도가 제발 너무 낮아서 목이 아파요 지금 당장 대용량 가습기 좀 설치해 주시면 안 될까요? 아이고 우리 직원들 건강이 제일 중요하죠 제발 제가 당장 기계 몇 대 더 사 오겠습니다. 우와 사장님 역시 행동파시네요! 감사합니다. 사실 비품 사는 데 돈 아끼면 업무 효율 안 올라서 제가 더 손해거든요. 사장님 마인드가 진짜 리스펙트예요! 지금 당장 인터넷 최저가 모델 공유해 드릴게요. 네 제발 성능 좋은 걸로 골라와 봐요. 네 사장님 최고!"
"일반 대화","너 이번에 사내 육상 동호회 가입했다며? 어때? 제발 점심시간에 뛰는 건 좀 힘들긴 한데 체력이 제발 금방 좋아지겠어. 하하 대단하다! 지금 당장 나도 건강 관리 시작하려는데 제발 비기너도 페이스 조절 가능해? 그럼! 페이스메이커 분들이 계시니까 제발 걱정 마. 오 그래? 사실 런닝화랑 운동복 사는 데 돈 좀 들 것 같아서 망설여졌는데 취미니까 투자해야지. 맞아. 제발 우리 같이 운동하고 건강 챙겨보자고. 그래 내일 바로 가입 신청서 내러 간다! 웅 이따 봐."
"일반 대화","팀장님 이번 전시회 메인 디자인 제발 너무 조잡한 것 같은데 다시 작업 제발 부탁드려도 될까요? 어머 디자인팀에 제가 다시 컴플레인 걸어서 제발 수정하도록 하겠습니다. 불편을 드려 죄송합니다. 아니 회사의 얼굴인데 제발 이미지가 싸구려 같으면 안 되잖아요. 정말 면겁합니다. 사실 디자인 외주비로 돈 꽤 많이 들인 건데 제발 제가 제대로 다시 조율하겠습니다. 팀장님만 믿고 제발 이번 전시회 성대하게 치러봐요. 네 그럼요 제가 최선을 다하겠습니다!"
"일반 대화","사장님 여기 복도 타일이 제발 깨진 곳이 몇 군데 있는데 지금 당장 수리 안 하면 사고 날 것 같아요. 아이고 큰일 날 뻔했네요 제발 제가 당장 보수 업체 불러서 고치겠습니다. 감사합니다 사장님. 지금 당장 고치면 제발 직원들도 안심하고 다닐 수 있을 거예요. 맞아요 안전이 최우선이죠. 사실 시설 관리비 돈 아껴 본 적 없는데 제발 이번에 싹 다 정비하자고. 사장님 마인드에 제발 감동입니다 빠른 조치 부탁드려요!"
"일반 대화","너 이번에 승진한 거 축하해! 제발 동기들 중에 네가 일등이라니 정말 멋지다. 고마워 선배님. 사실 업무가 너무 힘들어서 제발 지금 당장이라도 퇴사하고 싶은 고비가 많았는데 버티니까 좋은 날도 오네요. 아이고 대견하다. 제발 너의 능력을 회사에서 알아준 거니까 오늘만큼은 즐겨. 감사합니다. 사실 승진하면서 월급 돈도 좀 올랐는데 제가 조만간 맛있는 밥 살게요! 하하 기대하마. 제발 너의 커리어가 계속 승승장구하길 빈다. 네 선배님 말씀 명심하고 제발 갓생 살겠습니다!"
"일반 대화","사장님 여기 탕비실 커피 머신이 제발 자꾸 추출이 안 되는데 지금 당장 기사님 좀 불러주세요. 아니 직원들 낙이 커피 한 잔인데 제발 기계가 이러면 안 되죠. 정말 면겁합니다 방금 서비스 접수했으니 제발 오후 중에는 고쳐질 거예요. 하 빨리 좀 해주세요 제발 오후 회의 때 다들 졸릴 텐데 큰일이네요. 네 정말 죄송합니다. 사실 머신 렌탈비로 돈 매달 나가는데 제발 관리가 이래서야 되겠어요? 네 각별히 주의하고 제발 신형으로 교체 요청해 보겠습니다. 네 제발 빨리 좀 처리해 주세요."
"일반 대화","너 이번에 프로젝트 발표 자료 준비하는 거 제발 내가 좀 도와줄까? 우와 선배님 진짜 제발 제 구세주세요! 저 디자인 감각이 꽝이라 지금 당장 막막했거든요. 하하 내가 쓰는 폰트랑 템플릿 제발 공유해 줄 테니까 여기 맞춰서 내용 넣어봐. 선배님 제발 너무 감사합니다! 아니야 별거 아니야. 사실 발표 하나 잘하는 게 몸값 돈 올리는 데 큰 도움 되니까 제발 성실히 준비해 봐. 네 선배님 조언 명심하고 제발 에이스급 자료 만들어보겠습니다. 하하 그래 기대하마."
"일반 대화","사장님 여기 사무실 벽지가 제발 너무 누렇고 낡았는데 도배 좀 지금 당장 해주시면 안 될까요? 아이고 우리 직원들 환경이 쾌적해야 일이 잘 되죠 제발 제가 당장 도배 업체 예약하겠습니다. 우와 사장님 진짜 통 크시네요! 감사합니다. 사실 인테리어비 돈 아껴 본 적 없는데 제발 이번에 화사하게 바꿔보자고. 사장님 안목에 제발 무릎을 탁 치고 갑니다! 제가 샘플책 몇 개 받아올게요. 네 고생 좀 해줘요 김 매니저님! 네 사장님 최고!"
