class,conversation
일반 대화,너 이번 강의 시간표 아 진짜 막 어떻게 근데 짰어 나 금요일 공강 만들려고 무리하게 넣었는데 와 부럽다 난 전공 필수 때문에 금요일 꽉 찼어 걍 금공강이면 주말에 아니 여행 가기 아니 딱 좋겠다 부러워서 죽겠네
일반 대화,야 너 얼굴이 왜 이렇게 반쪽이 됐어 어디 아픈 거 아냐 왜 이렇게 아 어제부터 속이 너무 쓰려서 잠을 한숨도 못 잤어 병원 가봤어? 아니 귀찮아서 그냥 집에 있는 제산제 먹었는데 효과가 하나도 없네 너 그러다가 병 키운다 당장 내일이라도 내과 스트레스 많이 받아서 그런가 가서 내시경이라도 받아봐 요즘 진짜 속이 타들어 가는 기분이라 물만 마셔도 쓰려 진짜 죽을 것 같아 나도 너 예전에 위염 왔을 때 생각나서 걱정되네 내일 아침에 내가 깨워줄 테니까 같이 병원 가자 응 고마워 너밖에 없다 진짜
일반 대화,허리 와 디스크 수술했는데 예후가 안 헐 좋아서 너무 우울해요. 병원비는 병원비대로 나가고 몸은 안 대박 나으니 세상을 증오하게 돼요. 치료 과정이 지치셨군요. 지금은 결과에 대한 길어지면서 좀 심신이 많이 집착보다 하루하루 작은 재활 훈련에 집중하며 스스로를 아니 다독여주세요. 걍 조금씩 좋아질 수 있습니다.
일반 대화,언니 포스기에서 분할 결제 어떻게 하는 거야 일단 음 대박 메뉴 다 찍고 결제 버튼 누른 다음에 막 여기 아이고 분할 결제 버튼 보여 어 이거 누르고 금액 나눠서 입력하면 돼 아 생각보다 쉽네 진짜 나 저번에 버벅거려서 식은땀 뭐 났거든 몇 번 하다 보면 손에 익어서 금방 해
일반 대화,오늘 술 한잔할래 미안 나 오늘도 오 야근이야 진짜 음 맨날 야근이네 일이 그렇게 많아 어 저번 주에 들어온 아이고 아 거 아직 반도 못 했어 대리님이 아이고 내일까지 하라고 하셔서 밤새야 할 오 듯 고생이 많다 진짜 나중에 내가 맛있는 거 살게 그래 고마워 얼른 끝내볼게
일반 대화,세븐틴 이번 안무 진짜 칼군무 대박이더라 인원이 그렇게 많은데 어떻게 딱딱 맞지 연습량이 진짜 어마어마할 듯 영상 그 영상만 오늘 열 보는데 소름 돋았어 나도 번은 본 것 같아 무대 보고 싶다
일반 대화,야 그래 청소 너무 귀찮다 그니까 누가 대신 좀 해줬으면 아이고 좋겠다 로봇청소기 사봐 대박 진짜 신세계라니까 나도 아 뭐 아이고 하나 장만할까 고민 중이야
일반 대화,야 이번에 나이키 신상 운동화 샀는데 어떠냐 디자인 깔끔하고 색감도 미쳤다 오 진짜 예쁘네 나도 저번에 그거 살까 말까 고민했는데 실물 보니까 나도 사야겠다 가격은 얼마 줬어 공홈에서 정가 주고 샀지 배송도 빨라서 만족함
일반 대화,아까 보고서 좀 결재 받는데 부장이 단어 하나하나 꼬투리 잡으면서 사람 무안 주더라 다른 사람들 다 와 있는 데서 소리 지르는데 진짜 눈물 날 뻔했어 그 와 새끼 와 진짜 그래 인성 파탄 아이고 났네 네가 참아 그래 인성 파탄 조만간 좋은 데로 이직하자
일반 대화,너 성적표 나왔다며 왜 엄마한테 안 보여줘 아 그게 이번에 좀 떨어져서 보여주기 무서웠어 떨어질 수도 있지 숨기는 게 더 되지 미안해 엄마 다음 나쁜 거야 다음엔 잘하면 시험에는 진짜 열심히 해서 올릴게
일반 대화,나 이번 면접 또 떨어졌어 진짜 나라는 인간은 쓸모가 없는 걸까. 그런 말 하지 마. 그냥 그 회사랑 인연이 아니었던 거야. 너 충분히 멋진 놈인 거 내가 알아. 고마워 근데 놈인 거 내가 벌써 다섯 번째라 진짜 멘탈 잡기가 힘들다. 오늘은 아무 생각 말고 술 한잔하자. 내가 다 들어줄게. 그래 오늘만 딱 울고 내일부터 다시 시작할게.
일반 대화,오늘알바어땠어 야 아 진짜진상들개많음 근데 아 진짜 이따가맛있는거먹자 오 그니까 고생했네 돈벌기힘들다 그니까나진짜울고싶어 내가쏠게
일반 대화,자기야 비 온다 우산 있어 아니 나 안 가져왔는데 오빠는 나도 없는데 큰일이네 그럼 근처 편의점에서 하나 사서 같이 쓰고 가자 그래 내가 하나 살게 이리 와 내 어깨 쪽으로 붙어 오빠 어깨 다 젖잖아 괜찮아 자기가 안 젖는 게 더 중요해
일반 대화,후드티 하나 사고 싶은데 브랜드 추천 와 어 좀 해줘 스트릿 느낌 좋아하면 스투시가 제일 무난하고 예쁘지 스투시 비싸지 않아 막 공홈에서 사면 생각보다 괜찮아 디자인도 막 질리지 않고 오래 입을 수 대박 있음 오 이따 헐 검색해본다
일반 대화,야 오늘 막 날씨 대박인데 루프탑 카페 갈래 오 좋다 오 에이 너 가보고 싶은 데 있어 뭐 인스타에서 봤는데 성수동에 뷰 좋은 데 있더라 그럼 거기 갔다가 그래 어 저녁에 고기 먹으러 가자 그래 일곱 시에 성수역에서 만나자
일반 대화,우리 기념일인데 꽃 와 한 송이도 안 사 왔어? 아 오늘이 벌써 기념일이야? 나 진짜 아 몰랐어 오빠한테 난 뭐야? 이런 것도 안 챙기면 우리 무슨 사이야? 와 미안해 내가 요즘 회사 일이 너무 에이 힘들어서 정신이 나갔나 봐 지금이라도 어 와 당장 사 올게
일반 대화,이번 달 월세 나갔는데 통장 잔고 보니까 눈물 난다 진짜 숨만 쉬어도 돈이 나가는 기분이야 자취하면 원래 그래 자취하면 원래 식비라도 아껴야지 편의점 도시락이라도 먹어야 하나 건강 상하니까 밥은 잘 챙겨 먹어
일반 대화,여보 우리 침대 시트 좀 갈아야 할 것 같아 벌써 이주일 됐나 응 내일 주말이니까 아침에 같이 갈자 알았어 내가 베갯잇도 다 꺼내둘게 세탁기 돌려야겠다 고마워 내일 아침 먹고 바로 하자
